_id,Institution Name,Institution Address,Outbreak Setting,Type of Outbreak,Causative Agent-1,Causative Agent-2,Date Outbreak Began,Date Declared Over,Active
968,Labdara Lithuanian Nursing Home - 2nd Fl,5 Resurrection Rd,LTCH,Respiratory,COVID-19,None,2023-01-21,2023-02-23,N
969,Fudger House - 2 East,439 Sherbourne St,LTCH,Respiratory,Respiratory syncytial virus,None,2023-01-20,2023-01-30,N
970,Maynard Nursing Home - 2nd Fl,28 Halton St,LTCH,Respiratory,Respiratory syncytial virus,None,2023-01-20,2023-01-24,N
971,Sunnybrook Health Sciences Centre - Bayview Campus - C4,2075 Bayview Avenue,Hospital-Acute Care,Respiratory,COVID-19,None,2023-01-20,2023-01-27,N
972,The Sumach by Chartwell,146 Sumach St,Retirement Home,Respiratory,COVID-19,None,2023-01-20,2023-02-07,N
973,University Health Network - Toronto Western - 3B,399 Bathurst Street,Hospital-Acute Care,Respiratory,COVID-19,None,2023-01-20,2023-02-02,N
974,Forestview Retirement Residence,537 Finch Ave W,Retirement Home,Enteric,Unable to identify,None,2023-01-19,2023-01-25,N
975,Jewish Home for the Aged - 4GS,3560 Bathurst St,LTCH,Respiratory,COVID-19,None,2023-01-19,2023-01-31,N
976,North York General Hospital - Seniors' Health Centre,2 Buchan Crt,LTCH,Respiratory,Parainfluenza PIV III,None,2023-01-19,2023-02-11,N
977,Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - LTSE & LTSW,2075 Bayview Ave,LTCH,Respiratory,COVID-19,None,2023-01-19,2023-01-30,N
978,Unity Health Toronto - St. Michael's - 14CC Locked Unit,30 Bond Street,Hospital-Acute Care,Respiratory,COVID-19,None,2023-01-19,2023-01-27,N
979,Seven Oaks - 3rd Fl,9 Neilson Rd,LTCH,Respiratory,Parainfluenza,Rhinovirus,2023-01-18,2023-01-26,N
980,Sinai Health System - Mount Sinai - 10S,600 University Avenue,Hospital-Acute Care,Respiratory,COVID-19,None,2023-01-18,2023-01-24,N
981,Lakeside Long Term Care Centre - 2nd Fl,150 Dunn Ave,LTCH,Respiratory,Coronavirus*,None,2023-01-17,2023-02-01,N
982,North York General Hospital - General Site - 4W,4001 Leslie Street,Hospital-Acute Care,Respiratory,COVID-19,None,2023-01-17,2023-01-24,N
983,UHN Toronto Rehabilitation Institute - University Centre - South 5,550 University Ave,Hospital-Chronic Care,Respiratory,Influenza A (H3),None,2023-01-17,2023-01-28,N
984,Chester Village - 2E,3555 Danforth Ave,LTCH,Respiratory,Coronavirus*,None,2023-01-16,2023-01-27,N
985,Harold and Grace Baker Centre - C Wing,1 Northwestern Ave,LTCH,Respiratory,COVID-19,None,2023-01-16,2023-02-13,N
986,Midland Gardens Care Community - 6th Fl,130 Midland Ave,LTCH,Respiratory,Unable to identify,None,2023-01-16,2023-01-31,N
987,Parkland on Eglinton West - 2nd & 4th Fl (West Tower),4650 Eglinton Avenue West,Retirement Home,Respiratory,COVID-19,None,2023-01-16,2023-02-06,N
988,Baycrest Hospital - North York - H7W,3560 Bathurst Street,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-01-14,2023-02-02,N
989,Wesburn Manor - 2nd & 3rd Fl,400 The West Mall,LTCH,Respiratory,COVID-19,None,2023-01-14,2023-02-16,N
990,Fountain View Care Community - 1A,1800 O'Connor Dr,LTCH,Respiratory,Parainfluenza,None,2023-01-13,2023-01-31,N
991,Valleyview Residence - 3 West,541 Finch Ave,Retirement Home,Respiratory,Respiratory syncytial virus,None,2023-01-13,2023-01-23,N
992,Amica Bayview Gardens,19 Rean Dr,Retirement Home,Enteric,Norovirus,None,2023-01-12,2023-01-27,N
993,Ina Grafton Gage Home - 3rd Fl,40 Bell Estate Rd,LTCH,Respiratory,COVID-19,None,2023-01-12,2023-01-30,N
994,Kingsway - Dining Hall,4251 Dundas Street W,Retirement Home,Respiratory,COVID-19,None,2023-01-12,2023-01-26,N
995,"Presentation Manor for Seniors - 1st, 2nd, 3rd & 4th Fl",61 Fairfax Cres,Retirement Home,Respiratory,COVID-19,None,2023-01-12,2023-03-06,N
996,RCC - Humber River Hospital - Church Site - C2N,200 Church Street,Transitional Care,Respiratory,COVID-19,None,2023-01-12,2023-01-21,N
997,Scarborough Retirement Residence - 5th Fl,148 Markham Rd,Retirement Home,Respiratory,COVID-19,None,2023-01-12,2023-01-24,N
998,Sunnybrook Health Sciences Centre - K3E,2075 Bayview Ave,Hospital-Acute Care,Respiratory,Influenza A (Not subtyped),None,2023-01-12,2023-01-18,N
999,The Wexford - 2nd Fl,1860 Lawrence Ave E,LTCH,Respiratory,COVID-19,None,2023-01-12,2023-01-26,N
1000,Unity Health Toronto - Providence - B5,3276 St. Clair Avenue East,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-01-12,2023-01-19,N
1001,Villa Colombo - 4 Fusco West,40 Playfair Ave,LTCH,Respiratory,Unable to identify,None,2023-01-12,2023-01-18,N
1002,Village Of Humber Heights - Wadsworth Neighbourhood,2245 Lawrence Ave W,LTCH,Respiratory,Unable to identify,None,2023-01-12,2023-01-23,N
1003,Centre For Addiction and Mental Health - Queen Street Site - Unit 3-2,1001 Queen Street West,Hospital-Psychiatric,Respiratory,COVID-19,None,2023-01-11,2023-01-24,N
1004,Extendicare Scarborough - 1 North,3830 Lawrence Ave E,LTCH,Respiratory,Enterovirus/Rhinovirus,Respiratory syncytial virus,2023-01-11,2023-01-22,N
1005,Kensington Place Retirement Residence - 2nd Fl,866 Sheppard Ave,Retirement Home,Respiratory,Parainfluenza,None,2023-01-11,2023-01-13,N
1006,Tendercare Living Centre - 2 East,1020 McNicoll Ave,LTCH,Respiratory,Respiratory syncytial virus,None,2023-01-11,2023-01-19,N
1007,The Wexford - 2nd Fl,1860 Lawrence Ave E,LTCH,Respiratory,Unable to identify,None,2023-01-11,2023-01-27,N
1008,True Davidson Acres - 5th Fl,200 Dawes Rd,LTCH,Respiratory,Coronavirus*,None,2023-01-11,2023-01-25,N
1009,West Park Healthcare Centre - 3EB,82 Buttonwood Avenue,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-01-11,2023-01-19,N
1010,Baycrest Hospital - North York - 7E,3560 Bathurst Street,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-01-10,2023-01-31,N
1011,"Chartwell Grenadier Retirement Residence - B4, D1 & D4",2100 Bloor Street W,Retirement Home,Respiratory,COVID-19,None,2023-01-10,2023-01-27,N
1012,Donway Place - 3rd Fl Independent Living,8 The Don Way E,Retirement Home,Respiratory,Unable to identify,None,2023-01-10,2023-01-27,N
1013,Harold And Grace Baker Centre - A-Wing,1 Northwestern Ave,LTCH,Respiratory,Respiratory syncytial virus,None,2023-01-10,2023-02-03,N
1014,Harold and Grace Baker Centre LTCH - A Wing,1 Northwestern Ave,LTCH,Respiratory,COVID-19,None,2023-01-10,2023-02-03,N
1015,Jewish Home for the Aged - 3GS,3560 Bathurst St,LTCH,Respiratory,COVID-19,None,2023-01-10,2023-01-19,N
1016,Lakeside Long Term Care Centre - 3rd Fl,150 Dunn Ave,LTCH,Respiratory,Enterovirus,Rhinovirus,2023-01-10,2023-01-18,N
1017,Presentation Manor - 4th Fl (MC),61 Fairfax Cres,Retirement Home,Respiratory,Influenza A (Not subtyped),Respiratory syncytial virus,2023-01-10,2023-01-31,N
1018,University Health Network - Toronto Western - 4B,399 Bathurst Street,Hospital-Acute Care,Respiratory,COVID-19,None,2023-01-10,2023-02-10,N
1019,William Osler Health System - 8E,101 Humber College Blvd,Hospital-Acute Care,Respiratory,Respiratory syncytial virus,None,2023-01-10,2023-01-17,N
1020,Belmont House Retirement Home,55 Belmont St,Retirement Home,Respiratory,Coronavirus*,None,2023-01-09,2023-01-20,N
1021,Bill McMurray Residence - 2nd & 5th Fl,180 Sheridan Ave,Retirement Home,Respiratory,COVID-19,None,2023-01-09,2023-02-01,N
1022,Chartwell Scarlett Heights Retirement Residence - 5th Fl,4005 Eglinton Avenue W,Retirement Home,Respiratory,COVID-19,None,2023-01-09,2023-01-18,N
1023,"Leaside Retirement Residence - Building 10, 6th Fl",10-14 William Morgan Dr,Retirement Home,Respiratory,Respiratory syncytial virus,None,2023-01-09,2023-01-16,N
1024,Norwood Nursing Home - 1st Fl,122 Tyndall Ave,LTCH,Respiratory,Respiratory syncytial virus,None,2023-01-09,2023-01-19,N
1025,"Scarborough Retirement Residence - 2nd, 4th, 5th, 6th & 7th Fl",148 Markham Rd,Retirement Home,Enteric,Unable to identify,None,2023-01-08,2023-01-16,N
1026,Sunnybrook Health Sciences Centre - St. John's Rehab - A1,285 Cummer Avenue,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-01-08,2023-01-20,N
1027,Sunnybrook Health Sciences Centre - St. John's Rehab - A2,285 Cummer Avenue,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-01-08,2023-01-19,N
1028,Sunnybrook Health Sciences Centre - St. John's Rehab - A3,285 Cummer Avenue,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-01-08,2023-01-20,N
1029,"The Village of Humber Heights - Williamsburg West & East, Egerton, Becker 3rd, 4th & 5th Fl",2245 Lawrence Avenue West,Retirement Home,Respiratory,COVID-19,None,2023-01-08,2023-02-12,N
1030,RCC - Trillium Health Partners - Church Site - 6B,200 Church St,Transitional Care,Respiratory,COVID-19,None,2023-01-07,2023-01-21,N
1031,The Teddington - 3rd & 4th Fl,4 Teddington Park Avenue,Retirement Home,Respiratory,COVID-19,None,2023-01-07,2023-01-20,N
1032,Deerwood Creek Care Community - Unit 3A,70 Humberline Dr,LTCH,Respiratory,Coronavirus*,None,2023-01-06,2023-01-13,N
1033,"Donway Place - 1st, 2nd, 3rd & 4th Fl",8 The Donway E,Retirement Home,Respiratory,COVID-19,None,2023-01-06,2023-01-27,N
1034,Elm Grove Living Centre - 3rd Fl,35 Elm Grove Ave,LTCH,Respiratory,COVID-19,None,2023-01-06,2023-02-06,N
1035,Unity Health Toronto - Providence - A3,3276 St. Clair Avenue East,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-01-06,2023-01-13,N
1036,University Health Network - Toronto Western - 8A,399 Bathurst Street,Hospital-Acute Care,Respiratory,COVID-19,None,2023-01-06,2023-02-05,N
1037,Greenview Lodge,880 Lawrence Ave E,Retirement Home,Enteric,Norovirus,None,2023-01-05,2023-01-19,N
1038,Hellenic Home - Ground Fl,2411 Lawrence Ave E,LTCH,Respiratory,Respiratory syncytial virus,None,2023-01-05,2023-01-15,N
1039,The Kensington Gardens - 1E & 1W South,25 Brunswick Ave,LTCH,Respiratory,COVID-19,None,2023-01-05,2023-01-23,N
1040,Unity Health Toronto - St. Michael's - 9CC,30 Bond Street,Hospital-Acute Care,Respiratory,COVID-19,None,2023-01-05,2023-01-19,N
1041,"Amica Bayview Gardens - 2nd, 3rd, 5th & 6th Fl",19 Rean Dr,Retirement Home,Respiratory,Respiratory syncytial virus,Rhinovirus,2023-01-04,2023-01-10,N
1042,Cedarhurst Dementia Care Home - 1st & 2nd Fl,2601 Bayview Ave,Retirement Home,Respiratory,COVID-19,None,2023-01-04,2023-01-24,N
1043,Chartwell Scarlett Heights Retirement Residence - 2nd Fl,4005 Eglinton Ave W,Retirement Home,Enteric,Unable to identify,None,2023-01-04,2023-01-10,N
1044,Delmanor Wynford,187 Wynford Dr,Retirement Home,Respiratory,COVID-19,None,2023-01-04,2023-01-20,N
1045,"Downsview Long Term Care Centre - Unit 1 East, Unit 1 Centre & Unit 1 North",3595 Keele St,LTCH,Respiratory,COVID-19,None,2023-01-04,2023-02-06,N
1046,Unity Health Toronto - St. Michael's - 8CS,30 Bond Street,Hospital-Acute Care,Respiratory,COVID-19,None,2023-01-04,2023-01-16,N
1047,West Park Healthcare Centre - 3EA,82 Buttonwood Avenue,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-01-04,2023-01-17,N
1048,Belmont House - 4WW,55 Belmont St,LTCH,Respiratory,Influenza A (Not subtyped),Coronavirus*,2023-01-03,2023-01-16,N
1049,"Chartwell Trilogy Long Term Care Residence - 1st, 5th, 6th & 7th Fl",340 McCowan Rd,LTCH,Respiratory,Respiratory syncytial virus,Enterovirus/Rhinovirus,2023-01-03,2023-02-24,N
1050,Craiglee Nursing Home - 2 West & 2 East,102 Craiglee Dr,LTCH,Respiratory,Parainfluenza,None,2023-01-03,2023-01-25,N
1051,"Craiglee Nursing Home - 2 West, 3 East & 3 West",102 Craiglee Dr,LTCH,Respiratory,COVID-19,None,2023-01-03,2023-01-25,N
1052,Eatonville Care Centre - Etobicoke - 4th Fl,420 The East Mall,LTCH,Respiratory,COVID-19,None,2023-01-03,2023-01-17,N
1053,Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - LSSW,2075 Bayview Ave,LTCH,Respiratory,COVID-19,None,2023-01-03,2023-01-19,N
1054,The Dunfield Retirement Residence - Dining,77 Dunfield Ave,Retirement Home,Respiratory,COVID-19,None,2023-01-03,2023-01-18,N
1055,University Health Network - Toronto Western - 9A,399 Bathurst Street,Hospital-Acute Care,Respiratory,COVID-19,None,2023-01-03,2023-01-13,N
1056,Villa Colombo Homes for the Aged - 3 Fusco West,40 Playfair Ave,LTCH,Respiratory,COVID-19,None,2023-01-03,2023-01-23,N
1057,Weston Gardens - Transitional Care Unit,303 Queens Dr,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-01-03,2023-01-21,N
1058,Jewish Home for the Aged - 6GS,3560 Bathurst St,LTCH,Respiratory,COVID-19,None,2023-01-02,2023-01-24,N
1059,Mccall Centre For Continuing Care - 4th Fl,140 Sherway Dr,Hospital-Chronic Care,Respiratory,Respiratory syncytial virus,None,2023-01-02,2023-01-11,N
1060,Unity Health Toronto - St. Joseph's - 4E,30 The Queensway,Hospital-Acute Care,Respiratory,COVID-19,None,2023-01-02,2023-01-13,N
1061,Belmont House,55 Belmont Street,Retirement Home,Respiratory,COVID-19,None,2023-01-01,2023-01-20,N
1062,Isabel and Arthur Meighen Manor - Lawrence Unit,155 Millwood Rd,LTCH,Respiratory,COVID-19,None,2023-01-01,2023-02-21,N
1063,North York General Hospital - Branson Site - 4th Fl,555 Finch Avenue West,Hospital-Chronic Care,Respiratory,COVID-19,None,2023-01-01,2023-01-14,N
1064,Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - K2C,2075 Bayview Ave,LTCH,Respiratory,COVID-19,None,2023-01-01,2023-01-18,N
1065,Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - LSSE,2075 Bayview Ave,LTCH,Respiratory,COVID-19,None,2023-01-01,2023-01-16,N
1066,"Villa Colombo Homes For The Aged - 5 Fusco South, 5 Fusco North & 5 Fusco West",40 Playfair Ave,LTCH,Respiratory,Influenza A (Not subtyped),Respiratory syncytial virus,2023-01-01,2023-01-13,N
