_id,Institution Name,Institution Address,Outbreak Setting,Type of Outbreak,Causative Agent-1,Causative Agent-2,Date Outbreak Began,Date Declared Over,Active
387,Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - LTSW,2075 Bayvew Ave,LTCH,Respiratory,COVID-19,,2025-07-20,2025-08-02,N
388,Better Living at Thompson House - 2nd Fl,1 Overland Dr,LTCH,Respiratory,COVID-19,,2025-07-19,2025-08-06,N
389,Carefree Lodge - Bayview Gardens - Basement,306 Finch Ave E,LTCH,Respiratory,COVID-19,,2025-07-18,2025-07-30,N
390,Trillium Health Partners - RCC Church Site - 6B,200 Church St,Hospital-Chronic Care,Respiratory,COVID-19,,2025-07-18,2025-07-27,N
391,Kensington Gardens - South Building - 4 East,25 Brunswick Ave,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2025-07-17,2025-07-26,N
392,Village of Humber Heights Retirement Residence - 2nd Fl - Emma Neighbourhood,2245 Lawrence Ave W,Retirement Home,Respiratory,Enterovirus/ Rhinovirus,,2025-07-17,2025-08-11,N
393,Castleview Wychwood Towers - 4th Fl - W & C,351 Christie St,LTCH,Respiratory,Rhinovirus,,2025-07-16,2025-07-31,N
394,Rockcliffe Care Community - 2nd Fl,3015 Lawrence Ave E,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2025-07-16,2025-07-24,N
395,Fieldstone Commons Care Community - 3A,1000 Ellesmere Rd,LTCH,Respiratory,Parainfluenza,,2025-07-14,2025-07-18,N
396,Fieldstone Commons Care Community - 3A,1000 Ellesmere Rd,LTCH,Respiratory,Rhinovirus,,2025-07-14,2025-07-21,N
397,Better Living at Thompson House - 3rd Fl,1 Overland Dr,LTCH,Respiratory,Parainfluenza,,2025-07-13,2025-07-26,N
398,Carefree Lodge - Willowdale Park,306 Finch Ave E,LTCH,Respiratory,Rhinovirus,,2025-07-11,2025-07-15,N
399,"Extendicare Bayview - East, South & West",550 Cummer Ave,LTCH,Respiratory,Metapneumovirus,,2025-07-11,2025-07-29,N
400,Village of Humber Heights - 2 East,2245 Lawrence Ave W,LTCH,Respiratory,Metapneumovirus,,2025-07-11,2025-07-24,N
401,Age Care Trilogy - 5th Fl,340 McCowan Rd,LTCH,Respiratory,Metapneumovirus,,2025-07-10,2025-07-15,N
402,Belmont House - 5WW,55 Belmont St,LTCH,Respiratory,Rhinovirus,,2025-07-10,2025-07-22,N
403,Ivan Franko Home - 1st Fl,767 Royal York Rd,LTCH,Respiratory,Parainfluenza,,2025-07-10,2025-07-24,N
404,Lakeshore Lodge - 2 South,3197 Lakeshore Blvd W,LTCH,Respiratory,Parainfluenza,,2025-07-10,2025-07-17,N
405,Shepherd Village - 2S & 2N,3760 Sheppard Ave E,LTCH,Respiratory,Parainfluenza,,2025-07-10,2025-07-27,N
406,Carefree Lodge - Willowdale Park,306 Finch Ave E,LTCH,Respiratory,COVID-19,,2025-07-07,2025-07-14,N
407,Unity Health Toronto - St. Joseph's Health Centre - 4M,30 The Queensway,Hospital-Acute Care,Respiratory,COVID-19,,2025-07-07,2025-07-17,N
408,Villa Colombo - 5 South,40 Playfair Ave,LTCH,Respiratory,Rhinovirus,,2025-07-07,2025-07-15,N
409,Westside - 3rd Fl,1145 Albion Rd,LTCH,Respiratory,Unable to identify,,2025-07-04,2025-07-19,N
410,The Wexford Residence - 2nd & 3rd Fl,1860 Lawrence Ave E,LTCH,Respiratory,Metapneumovirus,,2025-07-02,2025-07-14,N
411,"Scarborough Retirement Residence - 3rd, 4th & 6th Fl",148 Markham Rd,Retirement Home,Respiratory,Parainfluenza,,2025-06-30,2025-07-11,N
412,Extendicare Bayview - East,550 Cummer Ave,LTCH,Respiratory,COVID-19,,2025-06-29,2025-07-11,N
413,Aspira Kensington Place Retirement Living - 3rd Fl,866 Sheppard Ave W,Retirement Home,Respiratory,Rhinovirus,,2025-06-26,2025-06-30,N
414,Amica Bayview Gardens - 8th Fl,19 Rean Dr,Retirement Home,Respiratory,Unable to identify,,2025-06-25,2025-07-07,N
415,Fountain View Care Community - 2B,1800 O'Connor Dr,LTCH,Respiratory,Rhinovirus,,2025-06-25,2025-07-07,N
416,Hellenic Home for the Aged - Ground Fl,2411 Lawrence Ave E,LTCH,Respiratory,Parainfluenza,,2025-06-25,2025-07-19,N
417,RCC - Church Site - St. Joseph's Health Centre - 4B,200 Church St,Transitional Care,Respiratory,COVID-19,,2025-06-25,2025-07-02,N
418,Cummer Lodge - 2 North & South,205 Cummer Ave,LTCH,Respiratory,Parainfluenza,,2025-06-24,2025-07-11,N
419,Fieldstone Commons Care Community - 3B,1000 Ellesmere Rd,LTCH,Respiratory,Rhinovirus,,2025-06-23,2025-06-27,N
420,Terraces of Baycrest Retirement Residences - 2nd Fl,55 Ameer Ave,Retirement Home,Enteric,Unable to identify,,2025-06-23,2025-06-27,N
421,Yee Hong Centre - Scarborough McNicoll - 3rd Fl,2311 McNicoll Ave,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2025-06-23,2025-06-30,N
422,Unity Health Toronto - Houses of Providence - 4 West,3276 St. Clair Ave E,LTCH,Respiratory,Rhinovirus,,2025-06-22,2025-07-01,N
423,Humber Meadows - 2 North,2109 Finch Ave W,LTCH,Respiratory,Rhinovirus,,2025-06-20,2025-07-03,N
424,Lakeshore Lodge - 4th Fl,3197 Lakeshore Blvd W,LTCH,Respiratory,Rhinovirus,,2025-06-20,2025-06-28,N
425,Belmont House - 5WW,55 Belmont St,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2025-06-19,2025-06-24,N
426,Donway Place - 3rd Fl Assisted Living,8 The Donway E,Retirement Home,Respiratory,Enterovirus/ Rhinovirus,,2025-06-19,2025-06-22,N
427,Fieldstone Commons Care Community - 3B,1000 Ellesmere Rd,LTCH,Respiratory,Metapneumovirus,,2025-06-19,2025-06-25,N
428,True Davidson Acres - 5th Fl,200 Dawes Rd,LTCH,Respiratory,Parainfluenza,,2025-06-19,2025-07-17,N
429,AgeCare Trilogy - 7th Fl,340 McCowan Rd,LTCH,Respiratory,Rhinovirus,,2025-06-18,2025-06-28,N
430,Isabel and Arthur Meighen Manor - 2nd Fl,155 Millwood Rd,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2025-06-18,2025-06-30,N
431,Unity Health Toronto - Houses of Providence - 3 West,3276 St. Clair Ave E,LTCH,Respiratory,Unable to identify,,2025-06-17,2025-06-29,N
432,The Dunfield Retirement Residence - 18th Fl,77 Dunfield Ave,Retirement Home,Respiratory,COVID-19,,2025-06-16,2025-07-01,N
433,Weston Gardens - 3rd & 4th Fl,303 Queens Dr,Retirement Home,Respiratory,Unable to identify,,2025-06-15,2025-06-30,N
434,Villa Colombo - 3 Fusco South & West,40 Playfair Ave,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2025-06-14,2025-07-04,N
435,Rekai Centre - Wellesley Central Place - 2 East,160 Wellesley St E,LTCH,Respiratory,COVID-19,,2025-06-13,2025-06-28,N
436,Weston Terrace Care Community - 2B,2005 Lawrence Ave W,LTCH,Respiratory,COVID-19,,2025-06-13,2025-06-19,N
437,Westside Long Term Care Centre - 2nd Fl,1145 Albion Rd,LTCH,Respiratory,Rhinovirus,,2025-06-13,2025-06-19,N
438,Craiglee Nursing Home - 2 East,102 Craiglee Dr,LTCH,Respiratory,COVID-19,,2025-06-12,2025-06-16,N
439,Hellenic Home for the Aged - 2A & 2B,2411 Lawrence Ave E,LTCH,Respiratory,Parainfluenza,,2025-06-12,2025-06-19,N
440,Main Street Terrace - 2nd & 3rd Fl,77 Main St,LTCH,Respiratory,Metapneumovirus,,2025-06-12,2025-07-07,N
441,Seven Oaks - 3rd Fl,9 Neilson Rd,LTCH,Respiratory,COVID-19,,2025-06-12,2025-06-21,N
442,Carefree Lodge - Main & 2nd Fl,306 Finch Ave E,LTCH,Respiratory,Metapneumovirus,,2025-06-11,2025-07-02,N
443,Kensington Gardens (South Building) - 1E,25 Brunswick Ave,LTCH,Respiratory,Rhinovirus,,2025-06-11,2025-07-07,N
444,Sheppard Lodge - 6 South,3760 Sheppard Ave E,LTCH,Respiratory,Parainfluenza,,2025-06-11,2025-06-24,N
445,The Heritage Nursing Home - 3rd Fl,1195 Queen St E,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2025-06-11,2025-06-26,N
446,AgeCare Trilogy - 1st Fl Oakview,340 McCowan Rd,LTCH,Respiratory,Rhinovirus,,2025-06-10,2025-06-19,N
447,Cummer Lodge - 2 North,205 Cummer Ave,LTCH,Respiratory,Rhinovirus,,2025-06-10,2025-07-04,N
448,Fairview Nursing Home - 2nd Fl,14 Cross St,LTCH,Respiratory,Unable to identify,,2025-06-10,2025-06-21,N
449,One Kenton Place - 1st & 2nd Fl,1 Kenton Dr,Retirement Home,Respiratory,Parainfluenza,,2025-06-09,2025-06-18,N
450,The O'Neill Centre - 3rd Fl,33 Christie St,LTCH,Respiratory,Metapneumovirus,,2025-06-09,2025-06-25,N
451,Rockcliffe Care Community - Ground Fl,3015 Lawrence Ave E,LTCH,Respiratory,Respiratory syncytial virus,,2025-06-07,2025-06-16,N
452,"Chartwell Gibson - 1st, 2nd, 3rd & 4th Fl",1925 Steeles Ave E,LTCH,Respiratory,Rhinovirus,,2025-06-06,2025-07-12,N
453,Trillium Health Partners - McCall Centre for Continuing Care - 3rd Fl,140 Sherway Dr,Hospital-Chronic Care,Respiratory,COVID-19,,2025-06-05,2025-06-14,N
454,Trillium Health Partners - McCall Centre for Continuing Care - 4th Fl,140 Sherway Dr,Hospital-Chronic Care,Respiratory,COVID-19,,2025-06-03,2025-06-12,N
455,Downsview Long Term Care Centre - 1 East,3595 Keele St,LTCH,Respiratory,Rhinovirus,,2025-06-02,2025-06-19,N
456,"Lakeshore Lodge - 2 South, 3 South & 3 North",3197 Lakeshore Blvd W,LTCH,Respiratory,Metapneumovirus,,2025-06-02,2025-06-18,N
457,"Nisbet Lodge - 6th, 8th & 10th Fl",740 Pape Ave,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2025-06-02,2025-06-19,N
458,Belmont House - 2 East,55 Belmont St,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2025-06-01,2025-06-11,N
459,Downsview Long Term Care Centre - 2 North,3595 Keele St,LTCH,Respiratory,Rhinovirus,,2025-05-30,2025-06-13,N
460,Weston Terrace Care Community - 2A,2005 Lawrence Ave W,LTCH,Respiratory,Influenza A (Not subtyped),,2025-05-30,2025-06-12,N
461,Kipling Acres - 1 South Pinepoint,2233 Kipling Ave,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2025-05-27,2025-06-05,N
462,Rockcliffe Care Community - 1st Fl,3015 Lawrence Ave E,LTCH,Respiratory,Parainfluenza,,2025-05-27,2025-06-02,N
463,Baycrest Apotex Centre - Jewish Home for the Aged - 2EI,3560 Bathurst St,LTCH,Respiratory,Metapneumovirus,,2025-05-26,2025-06-07,N
464,Lakeshore Lodge - 2 South,3197 Lakeshore Blvd W,LTCH,Respiratory,Metapneumovirus,,2025-05-26,2025-05-28,N
465,Wesburn Manor - 4 North,400 The West Mall,LTCH,Respiratory,Rhinovirus,,2025-05-26,2025-06-06,N
466,Kensington Gardens (South Building) - 4E & 4W,25 Brunswick Ave,LTCH,Respiratory,Coronavirus*,,2025-05-25,2025-06-13,N
467,Kennedy Lodge - 1st Fl (South) & 2nd Fl,1400 Kennedy Rd,LTCH,Respiratory,Parainfluenza,,2025-05-24,2025-06-13,N
468,Eatonville Care Centre - 5th Fl,420 The East Mall,LTCH,Respiratory,Metapneumovirus,,2025-05-23,2025-06-19,N
469,The Millwood Retirement Residence,390 Millwood Rd,Retirement Home,Respiratory,Parainfluenza,,2025-05-22,2025-06-08,N
470,Harold and Grace Baker Centre Nursing Home - C Wing,1 Northwestern Ave,LTCH,Respiratory,Rhinovirus,,2025-05-21,2025-06-02,N
471,Kennedy Lodge - 3rd Fl,1400 Kennedy Rd,LTCH,Respiratory,Metapneumovirus,,2025-05-21,2025-06-17,N
472,Rayoak Place Retirement Home,1340 York Mills Rd,Retirement Home,Respiratory,Metapneumovirus,,2025-05-21,2025-06-03,N
473,Venvi Kingsway Retirement Residence,4251 Dundas St W,Retirement Home,Respiratory,Parainfluenza,,2025-05-21,2025-06-05,N
474,Extendicare Guildwood - West,60 Guildwood Pky,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2025-05-20,2025-06-06,N
475,Weston Terrace Care Community - 4B,2005 Lawrence Ave W,LTCH,Respiratory,Coronavirus*,,2025-05-20,2025-06-03,N
476,Venvi Guildwood Retirement Residence - 2nd Fl Memory Living,65 Livingston Rd,Retirement Home,Respiratory,COVID-19,,2025-05-19,2025-05-30,N
477,Villa Colombo Home for the Aged - 4 West & 4 North,40 Playfair Ave,LTCH,Respiratory,Rhinovirus,,2025-05-18,2025-06-05,N
478,Ivan Franko Home - 2 South,767 Royal York Rd,LTCH,Respiratory,Rhinovirus,,2025-05-16,2025-05-26,N
479,Rockcliffe Care Community - 2nd Fl,3015 Lawrence Ave E,LTCH,Respiratory,Metapneumovirus,,2025-05-16,2025-06-06,N
480,Unity Health Toronto - St Joseph's Health Centre - 3M,30 The Queensway,Hospital-Acute Care,Respiratory,Influenza A (Not subtyped),,2025-05-15,2025-05-30,N
481,Eatonville Care Centre - 3rd Fl,420 The East Mall,LTCH,Respiratory,Parainfluenza,,2025-05-14,2025-06-21,N
482,Harold and Grace Baker Centre Retirement Home,1 Northwestern Ave,Retirement Home,Respiratory,Enterovirus/ Rhinovirus,,2025-05-14,2025-06-06,N
483,Unity Health Toronto - Houses of Providence - 2 West Elm & Pine,3276 St. Clair Ave E,LTCH,Respiratory,Metapneumovirus,,2025-05-13,2025-05-26,N
484,Chester Village - 3rd Fl East,3555 Danforth Ave,LTCH,Respiratory,Metapneumovirus,,2025-05-12,2025-05-23,N
485,Seven Oaks - 1st & 3rd Fl,9 Neilson Rd,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2025-05-12,2025-06-08,N
486,Tony Stacey Centre for Veterans Care - 1st Fl,59 Lawson Rd,LTCH,Respiratory,Rhinovirus,,2025-05-12,2025-05-26,N
487,"Weston Terrace Care Community - 1A, 2A, 2B & 3B",2005 Lawrence Ave W,LTCH,Respiratory,Parainfluenza,,2025-05-12,2025-06-04,N
488,Age Care Trilogy - 4th Fl,340 McCowan Rd,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2025-05-09,2025-05-28,N
489,Extendicare Scarborough,3830 Lawrence Ave E,LTCH,Respiratory,Parainfluenza,,2025-05-09,2025-06-06,N
490,TEHN - Atrium at Kew Beach Unit - 2nd Fl West Wing,500 Kingston Rd,Transitional Care,Respiratory,Metapneumovirus,,2025-05-09,2025-05-20,N
491,The Hospital for Sick Children - 6A,555 University Ave,Hospital-Acute Care,Enteric,Rotavirus,,2025-05-09,2025-05-14,N
492,Kensington Gardens North - 2 East,45 Brunswick Ave,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2025-05-08,2025-05-14,N
493,Norfinch Care Community - 1A,22 Norfinch Dr,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2025-05-08,2025-05-17,N
494,Sunnybrook Health Sciences Centre - Veterans Centre - LGSW,2075 Bayview Ave,LTCH,Respiratory,Coronavirus*,,2025-05-08,2025-05-17,N
495,Delmanor West Village,18 Summerland Terr,Retirement Home,Respiratory,COVID-19,,2025-05-07,2025-05-18,N
496,The Wexford - 7th Fl,1860 Lawrence Ave E,LTCH,Respiratory,Rhinovirus,,2025-05-07,2025-05-16,N
497,Castleview Wychwood Towers - 2W,351 Christie St,LTCH,Respiratory,Parainfluenza,,2025-05-06,2025-05-17,N
498,Humber Meadows Long Term Care Home - 4S,2109 Finch Ave W,LTCH,Respiratory,Rhinovirus,,2025-05-06,2025-05-20,N
499,North York General Hospital - Seniors' Health Centre - 1st Fl,2 Buchan Crt,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2025-05-06,2025-05-17,N
500,True Davidson Acres - 5th Fl,200 Dawes Rd,LTCH,Respiratory,Metapneumovirus,,2025-05-06,2025-05-16,N
501,UHN - Toronto Rehabilitation Institute - Bickle Centre - North 3,130 Dunn Ave,Hospital-Chronic Care,Respiratory,COVID-19,,2025-05-06,2025-05-22,N
502,Yee Hong - Scarborough Finch - 5th Fl,60 Scottfield Dr,LTCH,Respiratory,Influenza A (Not subtyped),,2025-05-06,2025-05-22,N
503,Villa Colombo Homes for the Aged - 5 South,40 Playfair Ave,LTCH,Respiratory,Coronavirus*,,2025-05-05,2025-05-15,N
504,"Chester Village - 1 West, 2 East & 4 West",3555 Danforth Ave,LTCH,Respiratory,Respiratory syncytial virus,,2025-05-04,2025-05-28,N
505,The Village of Humber Heights - Wadsworth & Islington,2245 Lawrence Ave W,LTCH,Respiratory,Influenza A (Not subtyped),,2025-05-04,2025-05-16,N
506,Carefree Lodge - Garden Level,306 Finch Ave E,LTCH,Respiratory,Rhinovirus,,2025-05-03,2025-05-08,N
507,Amica Bayview Gardens - 2nd Fl (Assisted Living),19 Rean Dr,Retirement Home,Respiratory,Unable to identify,,2025-05-02,2025-05-12,N
508,Fountain View Care Community - 3A Woodland,1800 O'Connor Dr,LTCH,Respiratory,Metapneumovirus,,2025-05-02,2025-05-12,N
509,Humber Meadows Long Term Care Home - 2S & 4N,2109 Finch Ave W,LTCH,Respiratory,Metapneumovirus,,2025-05-02,2025-05-28,N
510,The Village of Humber Heights - Weston Unit,2245 Lawrence Ave W,LTCH,Respiratory,Coronavirus*,,2025-05-01,2025-05-08,N
511,North York General Hospital - General Site - 3N,4001 Leslie St,Hospital-Acute Care,Respiratory,Enterovirus/ Rhinovirus,,2025-04-30,2025-05-07,N
512,North York General Hospital - General Site - 3N,4001 Leslie St,Hospital-Acute Care,Respiratory,COVID-19,,2025-04-30,2025-05-07,N
513,The Wexford - 5th Fl,1860 Lawrence Ave E,Retirement Home,Respiratory,Coronavirus*,,2025-04-30,2025-05-13,N
514,Cummer Lodge - 4 South,205 Cummer Ave,LTCH,Respiratory,COVID-19,,2025-04-29,2025-05-12,N
515,Hellenic Home Scarborough - Unit 3B,2411 Lawrence Ave E,LTCH,Respiratory,Coronavirus*,,2025-04-29,2025-05-07,N
516,Rekai Centre Sherbourne Place - 4th Fl,345 Sherbourne St,LTCH,Respiratory,Coronavirus*,,2025-04-29,2025-05-23,N
517,"Villa Colombo Homes for the Aged - 2 North, 3 North, 5 North, 2 South, 3 South & 2 West",40 Playfair Ave,LTCH,Respiratory,Influenza A (H1N1),,2025-04-29,2025-05-18,N
518,Weston Gardens Transitional Care Unit - 2nd & 3rd Fl,303 Queens Dr,Retirement Home,Enteric,Norovirus,,2025-04-29,2025-05-08,N
519,AgeCare Westbury Long Term Care Residence - 5th Fl,495 The West Mall,LTCH,Respiratory,Influenza A (Not subtyped),,2025-04-28,2025-05-12,N
520,Aspira Kensington Place Retirement Residence,866 Sheppard Ave W,Retirement Home,Respiratory,Influenza A ((H1N1)pdm09),,2025-04-28,2025-05-08,N
521,Baycrest Apotex Centre - Jewish Home for the Aged - 7GS,3560 Bathurst St,LTCH,Respiratory,Influenza A (Not subtyped),,2025-04-28,2025-05-07,N
522,Cummer Lodge - 3 North,205 Cummer Ave,LTCH,Respiratory,Metapneumovirus,,2025-04-26,2025-05-12,N
523,Fairview Nursing Home - 2nd Fl,14 Cross St,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2025-04-25,2025-05-07,N
524,Scarborough Health Network - General Hospital - T7,3050 Lawrence Ave E,Hospital-Acute Care,Respiratory,COVID-19,,2025-04-25,2025-05-04,N
525,Main Street Terrace Long Term Care Home - 1st Fl,77 Main St,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2025-04-24,2025-05-01,N
526,Presentation Manor - 2nd Fl,61 Fairfax Cres,Retirement Home,Enteric,Unable to identify,,2025-04-24,2025-05-01,N
527,Yee Hong Centre Scarborough McNicoll - 3rd & 5th Fl,2311 McNicoll Ave,LTCH,Respiratory,Metapneumovirus,,2025-04-24,2025-05-22,N
528,Midland Gardens Care Community - 3rd Fl,130 Midland Ave,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2025-04-23,2025-05-13,N
529,Better Living at Thompson House - 4th Fl,1 Overland Dr,LTCH,Respiratory,Coronavirus*,,2025-04-22,2025-04-28,N
530,Forestview Retirement Residence - 5th Fl,537 Finch Ave W,Retirement Home,Respiratory,COVID-19,,2025-04-22,2025-04-30,N
531,"New Horizons Tower - 7th, 8th, 9th, 11th, 12th, 15th & 16th Fl",1140 Bloor St W,Retirement Home,Respiratory,Coronavirus*,,2025-04-22,2025-04-29,N
532,Norfinch Care Community - 2B,22 Norfinch Dr,LTCH,Respiratory,Coronavirus*,,2025-04-22,2025-04-26,N
533,Weston Gardens Retirement Residence,303 Queens Dr,Retirement Home,Enteric,Norovirus,,2025-04-22,2025-05-12,N
534,Cedarbrook Transitional Care Unit - 5th & 6th Fl,520 Markham Rd,Retirement Home,Respiratory,Influenza A (Not subtyped),,2025-04-21,2025-05-07,N
535,Eatonville Care Centre - 3rd & 5th Fl,420 The East Mall,LTCH,Respiratory,Parainfluenza,,2025-04-21,2025-05-05,N
536,Rekai Centre Sherbourne Place - 2nd Fl,345 Sherbourne St,LTCH,Enteric,Norovirus,,2025-04-21,2025-05-03,N
537,Tendercare Living Center - 2nd Fl,1020 McNicoll Ave,LTCH,Respiratory,Parainfluenza,,2025-04-21,2025-05-01,N
538,"The Teddington - 2nd, 4th & 5th Fl",4 Teddington Park Ave,Retirement Home,Respiratory,Parainfluenza,,2025-04-20,2025-05-11,N
539,"Cedarbrook Lodge Retirement Residence - 3rd, 4th & 5th Fl",520 Markham Rd,Retirement Home,Respiratory,Influenza A (Not subtyped),,2025-04-18,2025-05-01,N
540,Extendicare Rouge Valley - 1st Fl Highland Creek Locked Unit,551 Conlins Rd,LTCH,Respiratory,Parainfluenza,,2025-04-18,2025-05-01,N
541,Unity Health Toronto - St. Joseph's Health Centre - 6G,30 The Queensway,Hospital-Acute Care,Respiratory,COVID-19,,2025-04-18,2025-05-02,N
542,Weston Gardens Retirement Residence,303 Queens Dr,Retirement Home,Respiratory,Rhinovirus,,2025-04-18,2025-05-05,N
543,Chester Village - 2 East - Sapphire Home,3555 Danforth Ave,LTCH,Respiratory,Coronavirus*,,2025-04-14,2025-04-23,N
544,Eatonville Care Centre - 3rd & 5th Fl,420 The East Mall,LTCH,Respiratory,Influenza A (Not subtyped),,2025-04-14,2025-05-01,N
545,The Village of Humber Heights Retirement Home - Main Fl - Williamsberg West & East,225 Lawrence Ave W,Retirement Home,Respiratory,Enterovirus/ Rhinovirus,,2025-04-14,2025-04-23,N
546,Villa Colombo Toronto Homes for the Aged - 4 Fusco North,40 Playfair Ave,LTCH,Respiratory,Metapneumovirus,,2025-04-14,2025-04-20,N
547,Weston Terrace Care Community - 4B,2005 Lawrence Ave W,LTCH,Enteric,Unable to identify,,2025-04-14,2025-04-28,N
548,Downsview Long Term Care Centre - 1 East & 1 Centre,3595 Keele St,LTCH,Respiratory,Influenza A (Not subtyped),,2025-04-12,2025-04-23,N
549,Hawthorne Place Care Centre - 1st (Convalescent & LTC) & 3rd Fl,2045 Finch Ave W,LTCH,Respiratory,COVID-19,,2025-04-12,2025-05-12,N
550,Yee Hong Centre Scarborough Finch - 3rd Fl,60 Scottfield Dr,LTCH,Respiratory,Influenza A (H1N1),,2025-04-12,2025-04-27,N
551,Sts. Peter and Paul Retirement Residence - 3rd Fl,221 Milner Ave,Retirement Home,Respiratory,COVID-19,,2025-04-11,2025-04-23,N
552,Hazelton Place Retirement Residence,111 Avenue Rd,Retirement Home,Enteric,Norovirus,,2025-04-10,2025-04-28,N
553,Shepherd Lodge - 3 South,3760 Sheppard Ave E,LTCH,Respiratory,Rhinovirus,,2025-04-10,2025-04-14,N
554,Unity Health Toronto - Houses of Providence - 4 West - Oak & Willow,3276 St. Clair Ave E,LTCH,Enteric,Unable to identify,,2025-04-09,2025-04-14,N
555,Fudger House - 1 West & 2 West,439 Sherbourne St,LTCH,Respiratory,Influenza A (Not subtyped),,2025-04-08,2025-04-27,N
556,Kensington Gardens - 1 West,45 Brunswick Ave,LTCH,Respiratory,Parainfluenza,,2025-04-08,2025-04-21,N
557,Unity Health Toronto - Houses of Providence - 1 East,3276 St. Clair Ave E,LTCH,Respiratory,Parainfluenza,,2025-04-08,2025-04-11,N
558,Eatonville Care Centre - 3rd Fl,420 The East Mall,LTCH,Respiratory,Coronavirus*,,2025-04-07,2025-04-17,N
559,Hellenic Home - Scarborough - 3A,2411 Lawrence Ave E,LTCH,Respiratory,Coronavirus*,,2025-04-07,2025-04-26,N
560,AgeCare Westbury Long Term Care Residence - 4th Fl - Centennial Park,495 The West Mall,LTCH,Respiratory,Coronavirus*,,2025-04-04,2025-04-16,N
561,Hawthorne Place Care Centre - 2 Chestnut Grove,2045 Finch Ave W,LTCH,Respiratory,COVID-19,,2025-04-03,2025-04-17,N
562,Harmony Hills Care Community - 3A,1800 O'Connor Dr,LTCH,Respiratory,Parainfluenza,,2025-04-02,2025-04-17,N
563,The Annex Retirement Residence - 2nd & 4th Fl,123 Spadina Rd,Retirement Home,Respiratory,Metapneumovirus,,2025-04-02,2025-04-10,N
564,Age Care Trilogy - 6th Fl,340 McCowan Rd,LTCH,Respiratory,Coronavirus*,,2025-04-01,2025-04-09,N
565,Donway Place - 1st Fl,8 The Donway E,Retirement Home,Respiratory,Coronavirus*,,2025-04-01,2025-04-08,N
566,Unity Health Toronto - Houses of Providence - 3 East - Cedar & Aspen,3276 St. Clair Ave E,LTCH,Respiratory,Parainfluenza,,2025-04-01,2025-04-10,N
567,Weston Terrace Care Community - 3A,2005 Lawrence Ave W,LTCH,Respiratory,Coronavirus*,,2025-04-01,2025-04-16,N
568,AgeCare Westbury Long Term Care Residence - 2nd Fl - The Kingsway,495 The West Mall,LTCH,Respiratory,COVID-19,,2025-03-31,2025-04-11,N
569,Belmont House - 2E,55 Belmont St,LTCH,Respiratory,COVID-19,,2025-03-31,2025-04-10,N
570,Downsview Long Term Care Centre - 2 Centre,3595 Keele St,LTCH,Respiratory,Rhinovirus,,2025-03-31,2025-04-09,N
571,The Heritage Nursing Home - 4th Fl,1195 Queen St E,LTCH,Respiratory,Respiratory syncytial virus,,2025-03-30,2025-04-22,N
572,The Kensington Gardens - 1 West & 1 East,45 Brunswick Ave,LTCH,Respiratory,Coronavirus*,,2025-03-30,2025-04-14,N
573,Chartwell Gibson Retirement Residence,1955 Steeles Ave E,Retirement Home,Enteric,Norovirus,,2025-03-29,2025-04-08,N
574,Belmont House - 3W,55 Belmont St,LTCH,Respiratory,Coronavirus*,,2025-03-28,2025-04-06,N
575,Better Living at Thompson House - 2nd Fl,1 Overland Dr,LTCH,Respiratory,Influenza A (H1N1),,2025-03-28,2025-04-11,N
576,"Wesburn Manor - 2 North, 2 South, 3 North & 3 South",400 The West Mall,LTCH,Respiratory,Influenza A (Not subtyped),,2025-03-28,2025-04-22,N
577,Chartwell Gibson Long Term Care Residence - 3rd Fl,1925 Steeles Ave E,LTCH,Respiratory,COVID-19,,2025-03-27,2025-04-10,N
578,Humber Valley Terrace - 2nd & 3rd Fl,95 Humber College Blvd,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2025-03-27,2025-04-09,N
579,Rekai Centre Sherbourne Place - 3rd & 4th Fl,345 Sherbourne St,LTCH,Respiratory,Coronavirus*,,2025-03-27,2025-04-22,N
580,"The Claremont Retirement Residence - 2nd, 4th & 5th Fl",305 Balliol St,Retirement Home,Respiratory,Respiratory syncytial virus,,2025-03-27,2025-04-08,N
